title,make,model,year,condition,transmission,price
Lexus RX 350 2015 White,Lexus,RX 350,2015,,automatic,"₦ 30,564,000"
Honda Accord 2008 Gray,Honda,Accord,2008,local used,automatic,"₦ 4,400,000"
Mercedes-Benz GLE53 2021 White,Mercedes-Benz,GLE53,2021,,automatic,"₦ 178,200,000"
Audi Q7 3.0T Premium Quattro 2012 Black,Audi,Q7 3,2012,local used,automatic,"₦ 6,820,000"
Lexus RX 330 2004 Gold,Lexus,RX 330,2004,,automatic,"₦ 11,440,000"
Jeep Cherokee 2017 Black,Jeep,Cherokee,2017,local used,automatic,"₦ 18,700,000"
Lexus RX 350 2010 Gray,Lexus,RX 350,2010,,automatic,"₦ 21,670,000"
Mercedes-Benz E300 2017 Black,Mercedes-Benz,E300,2017,local used,automatic,"₦ 30,800,000"
Porsche Panamera 2012 White,Porsche,Panamera,2012,local used,automatic,"₦ 11,200,000"
Dodge Durango 2015 Gold,Dodge,Durango,2015,local used,automatic,"₦ 8,800,000"
Toyota Corolla 2007 Gray,Toyota,Corolla,2007,local used,automatic,"₦ 6,050,000"
Lexus GX 2011 Black,Lexus,GX,2011,local used,automatic,"₦ 25,300,000"
Lexus ES 350 2009 Gold,Lexus,ES 350,2009,local used,automatic,"₦ 9,720,000"
Hyundai Elantra 2012 White,Hyundai,Elantra,2012,local used,automatic,"₦ 6,600,000"
Toyota Highlander 2016 Off white,Toyota,Highlander,2016,local used,automatic,"₦ 22,000,000"
Honda Accord 2008 White,Honda,Accord,2008,local used,automatic,"₦ 7,560,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Silver,Mercedes-Benz,GLE-Class GLE,2016,,automatic,"₦ 44,280,000"
Toyota Venza 2014 Silver,Toyota,Venza,2014,,automatic,"₦ 14,500,000"
Toyota Camry 2013 White,Toyota,Camry,2013,,automatic,"₦ 10,200,000"
Toyota Camry 2012 Silver,Toyota,Camry,2012,,automatic,"₦ 11,000,000"
Mercedes-Benz GLK-Class 2010 Blue,Mercedes-Benz,GLK-Class,2010,,automatic,"₦ 16,500,000"
Lexus RX 350 2018 Brown,Lexus,RX 350,2018,,automatic,"₦ 33,500,000"
Lexus RX 350 2013 Silver,Lexus,RX 350,2013,,automatic,"₦ 28,000,000"
Toyota Camry 2008 Blue,Toyota,Camry,2008,local used,automatic,"₦ 9,000,000"
Toyota Highlander XLE 2021 Black,Toyota,Highlander XLE,2021,,automatic,"₦ 58,500,000"
Hyundai Elantra 2018 Gray,Hyundai,Elantra,2018,,,"₦ 16,200,000"
Hyundai Santa Fe 2016 Gray,Hyundai,Santa Fe,2016,local used,automatic,"₦ 12,610,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2015 Black,Toyota,Corolla LE,2015,,automatic,"₦ 14,999,999"
Toyota Highlander XSE 2022 White,Toyota,Highlander XSE,2022,,automatic,"₦ 75,000,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (2.0L 4cyl 7A) 2017 Black,Mercedes-Benz,C300 Sport,2017,,automatic,"₦ 26,500,000"
Toyota Highlander Limited 2011 Gold,Toyota,Highlander Limited,2011,,automatic,"₦ 20,500,000"
Toyota Highlander Limited V6 2006 Gray,Toyota,Highlander Limited,2006,,automatic,"₦ 13,500,000"
Lexus RX 350 FWD 2015 Silver,Lexus,RX 350,2015,,automatic,"₦ 27,500,000"
Toyota Highlander Limited 3.5l 4WD 2013 Silver,Toyota,Highlander Limited,2013,,automatic,"₦ 20,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Black,Mercedes-Benz,GLK-Class 350,2010,,automatic,"₦ 18,000,000"
Honda Accord 2020 White,Honda,Accord,2020,,automatic,"₦ 30,000,000"
Toyota Highlander Platinum AWD 2020 Black,Toyota,Highlander Platinum,2020,,automatic,"₦ 68,000,000"
Toyota RAV4 2018 Red,Toyota,RAV4,2018,,automatic,"₦ 32,000,000"
Mercedes-Benz M Class 2012 Gray,Mercedes-Benz,M Class,2012,,automatic,"₦ 27,000,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2018 Gray,Mercedes-Benz,GLE-Class GLE,2018,,automatic,"₦ 41,000,000"
Mercedes-Benz E400 2015 Silver,Mercedes-Benz,E400,2015,,automatic,"₦ 25,000,000"
Toyota Yaris 1.5 Automatic 2009 Black,Toyota,Yaris 1,2009,local used,manual,"₦ 3,800,000"
Lexus LX 2017 Black,Lexus,LX,2017,local used,automatic,"₦ 65,000,000"
Toyota Venza Limited 4dr Wagon AWD (3.5L 6cyl 6A) 2015 Black,Toyota,Venza Limited,2015,,automatic,"₦ 23,000,000"
Lexus ES 350 FWD 2017 Blue,Lexus,ES 350,2017,,automatic,"₦ 30,000,000"
Mercedes-Benz E43 AMG 3.0 AWD 2017 Black,Mercedes-Benz,E43 AMG,2017,,automatic,"₦ 67,000,000"
Toyota Camry LE 4dr Sedan w/Prod. End 11/13 (2.5L 4cyl 6A) 2014 Black,Toyota,Camry LE,2014,local used,automatic,"₦ 11,900,000"
Toyota RAV4 3.5 4x4 2011 Silver,Toyota,RAV4 3,2011,,automatic,"₦ 14,650,000"
Toyota Avalon 2013 Gray,Toyota,Avalon,2013,,automatic,"₦ 19,800,000"
Toyota Camry SE Sport 4dr Sedan (2.5L 4cyl 6A) 2014 Black,Toyota,Camry SE,2014,,automatic,"₦ 15,000,000"
Bentley Bentayga 2017 Black,Bentley,Bentayga,2017,,automatic,"₦ 190,000,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 White,Mercedes-Benz,E350 Base,2014,,automatic,"₦ 24,000,000"
Toyota RAV4 2024 White,Toyota,RAV4,2024,,automatic,"₦ 70,000,000"
Hyundai Sonata Limited 2022 Gray,Hyundai,Sonata Limited,2022,,automatic,"₦ 38,500,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2015 Black,Toyota,RAV4 Limited,2015,,automatic,"₦ 24,800,000"
Kia Optima EX 4dr Sedan (2.4L 4cyl 6A) 2014 Black,Kia,Optima EX,2014,local used,automatic,"₦ 12,000,000"
Toyota 4-Runner SR5 4dr SUV (4.0L 6cyl 5A) 2015 White,Toyota,4-Runner SR5,2015,,automatic,"₦ 42,500,000"
Toyota 4-Runner Limited 2008 Gray,Toyota,4-Runner Limited,2008,,automatic,"₦ 17,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 White,Toyota,Corolla LE,2010,,automatic,"₦ 11,300,000"
Mercedes-Benz GLK-Class 2013 Black,Mercedes-Benz,GLK-Class,2013,local used,automatic,"₦ 14,000,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,local used,automatic,"₦ 5,000,000"
Toyota Venza 2013 Black,Toyota,Venza,2013,,automatic,"₦ 23,400,000"
Hyundai Santa Fe 2018 Gray,Hyundai,Santa Fe,2018,,automatic,"₦ 18,000,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Gray,Mercedes-Benz,E350 Base,2014,,automatic,"₦ 23,100,000"
Mercedes-Benz C400 2016 White,Mercedes-Benz,C400,2016,,automatic,"₦ 36,900,000"
Mercedes-Benz GLA-Class 2023 Black,Mercedes-Benz,GLA-Class,2023,,automatic,"₦ 105,000,000"
Mercedes-Benz GLK-Class 350 2010 Gray,Mercedes-Benz,GLK-Class 350,2010,,automatic,"₦ 18,700,000"
Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2018 White,Mercedes-Benz,GLE-Class AMG,2018,local used,automatic,"₦ 67,300,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 Blue,Mercedes-Benz,GLE-Class GLE,2017,,automatic,"₦ 47,000,000"
Lexus GX 460 Luxury 2018 Maroon,Lexus,GX 460,2018,,automatic,"₦ 60,000,000"
New Toyota Land Cruiser Prado 2024 Black,New,Toyota Land,2024,new,automatic,"₦ 145,000,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Gray,Mercedes-Benz,GLE-Class GLE,2020,,automatic,"₦ 99,999,998"
Lexus RX 350 2012 Silver,Lexus,RX 350,2012,,automatic,"₦ 23,000,000"
Chevrolet Spark Hatch LT 2011 Gray,Chevrolet,Spark Hatch,2011,,automatic,"₦ 9,000,000"
Mercedes-Benz GLK-Class 350 2010 Gray,Mercedes-Benz,GLK-Class 350,2010,local used,automatic,"₦ 10,500,000"
New Cadillac Escalade 2023 Black,New,Cadillac Escalade,2023,new,automatic,"₦ 248,950,000"
Toyota Highlander Platinum AWD 2024 White,Toyota,Highlander Platinum,2024,,automatic,"₦ 90,000,000"
Mercedes-Benz GLC-Class 2018 Black,Mercedes-Benz,GLC-Class,2018,,automatic,"₦ 80,000,000"
Lexus RX 2008 White,Lexus,RX,2008,,automatic,"₦ 14,500,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2012 Silver,Toyota,Corolla S,2012,,automatic,"₦ 13,000,000"
Toyota Hilux SR 2014 White,Toyota,Hilux SR,2014,local used,automatic,"₦ 33,200,000"
Lexus NX 2024 White,Lexus,NX,2024,,automatic,"₦ 89,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,Mercedes-Benz,M Class,2015,,automatic,"₦ 31,000,000"
Mercedes-Benz GLC-Class 2017 White,Mercedes-Benz,GLC-Class,2017,,automatic,"₦ 40,000,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 Black,Mercedes-Benz,C300 Luxury,2016,,automatic,"₦ 26,000,000"
Acura MDX SH 4dr SUV AWD (3.5L 6cyl 9A) 2016 Black,Acura,MDX SH,2016,,automatic,"₦ 19,500,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2012 Gray,Acura,MDX Advance,2012,,automatic,"₦ 12,500,000"
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2013 Blue,Hyundai,Sonata Limited,2013,,automatic,"₦ 13,000,000"
Lexus RX 350 2010,Lexus,RX 350,2010,local used,automatic,"₦ 13,500,000"
Toyota Sequoia Platinum 4x4 2018 Black,Toyota,Sequoia Platinum,2018,,automatic,"₦ 26,000,000"
New Lexus LX LX 600 2024 Black,New,Lexus LX,2024,new,automatic,"₦ 310,900,000"
Toyota Sequoia Platinum 4x4 2018 Black,Toyota,Sequoia Platinum,2018,,automatic,"₦ 27,500,000"
Lexus IS 250 2008 White,Lexus,IS 250,2008,local used,automatic,"₦ 6,700,000"
Toyota Corolla LE 4dr Sedan (1.8L 4 cyl 4A) 2009 Gold,Toyota,Corolla LE,2009,,automatic,"₦ 12,500,000"
Lexus ES 2019 Pearl,Lexus,ES,2019,,automatic,"₦ 48,200,000"
Acura MDX 2015 Black,Acura,MDX,2015,,automatic,"₦ 17,000,000"
Toyota Tacoma 2014 Black,Toyota,Tacoma,2014,local used,automatic,"₦ 22,800,000"
Mercedes-Benz M Class ML 350 4Matic 2013 White,Mercedes-Benz,M Class,2013,,automatic,"₦ 26,000,000"
Honda HR-V EX-L w/Navigation AWD 2017 Red,Honda,HR-V EX-L,2017,,automatic,"₦ 26,000,000"
Honda CR-V Special Edition 2022 Burgundy,Honda,CR-V Special,2022,,automatic,"₦ 47,000,000"
Toyota RAV4 Limited AWD (2.5L 4cyl 6A) 2013 Black,Toyota,RAV4 Limited,2013,,automatic,"₦ 21,700,000"
BMW 4 Series 428i xDrive AWD 2014 Blue,BMW,4 Series,2014,,automatic,"₦ 15,500,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2010 Gray,Toyota,Camry LE,2010,local used,automatic,"₦ 7,300,000"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 White,Toyota,Camry SE,2018,,automatic,"₦ 29,500,000"
Lexus GX 460 Premium 2011 Black,Lexus,GX 460,2011,local used,automatic,"₦ 34,200,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2011 Black,Toyota,Corolla S,2011,,automatic,"₦ 12,000,000"
Acura MDX SH 4dr SUV AWD (3.5L 6cyl 9A) 2016 Gray,Acura,MDX SH,2016,,automatic,"₦ 27,800,000"
Mercedes-Benz E450 2020 Blue,Mercedes-Benz,E450,2020,,automatic,"₦ 67,000,000"
Ford Edge SE 4dr FWD (3.5L 6cyl 6A) 2013 Black,Ford,Edge SE,2013,local used,automatic,"₦ 11,500,000"
Peugeot 206 2000 Silver,Peugeot,206,2000,local used,manual,"₦ 2,980,000"
Audi RS 6 2021 Black,Audi,RS 6,2021,,automatic,"₦ 85,000,000"
Mercedes-Benz G-Class G 63 AMG 2024 Gray,Mercedes-Benz,G-Class G,2024,,automatic,"₦ 440,000,000"
Lexus ES 350 FWD 2013 Black,Lexus,ES 350,2013,,automatic,"₦ 20,500,000"
Ford Ranger Wildtrak 2020 Black,Ford,Ranger Wildtrak,2020,,automatic,"₦ 95,000,000"
Lexus RX 350 2021 Red,Lexus,RX 350,2021,,automatic,"₦ 71,500,000"
Mercedes-Benz C300 Luxury 4matic Sedan AWD (2.0L 4cyl 7A) 2017 Silver,Mercedes-Benz,C300 Luxury,2017,,automatic,"₦ 26,800,000"
Mercedes-Benz M Class 2014 Black,Mercedes-Benz,M Class,2014,,automatic,"₦ 26,000,000"
Mercedes-Benz C300 2016 Blue,Mercedes-Benz,C300,2016,,automatic,"₦ 26,000,000"
Toyota Camry 2007 Blue,Toyota,Camry,2007,local used,automatic,"₦ 5,700,000"
Hyundai Sonata 2018 Gray,Hyundai,Sonata,2018,,automatic,"₦ 17,450,000"
New Toyota Land Cruiser Prado 2024 Black,New,Toyota Land,2024,new,automatic,"₦ 124,500,000"
Hyundai Elantra 2013 White,Hyundai,Elantra,2013,local used,automatic,"₦ 9,500,000"
Toyota Camry 2013 Gray,Toyota,Camry,2013,local used,automatic,"₦ 11,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Blue,Toyota,Camry LE,2008,local used,automatic,"₦ 5,800,000"
Hyundai Sonata 2016 White,Hyundai,Sonata,2016,,automatic,"₦ 13,500,000"
Peugeot 206 2005 Blue,Peugeot,206,2005,local used,manual,"₦ 4,000,000"
Hyundai Elantra 2015 Silver,Hyundai,Elantra,2015,,automatic,"₦ 15,500,000"
Toyota Venza 2011 Brown,Toyota,Venza,2011,local used,automatic,"₦ 16,200,000"
Toyota Sienna L 7-Passenger 4dr Minivan (3.5L 6cyl 6A) 2015 Gray,Toyota,Sienna L,2015,,automatic,"₦ 22,000,000"
Lexus ES 2014 Black,Lexus,ES,2014,,automatic,"₦ 24,732,000"
Nissan Rogue SV 2012 Black,Nissan,Rogue SV,2012,,automatic,"₦ 14,040,000"
Ford Edge 2008 Blue,Ford,Edge,2008,local used,automatic,"₦ 4,400,000"
Toyota Camry 2010 Red,Toyota,Camry,2010,local used,automatic,"₦ 6,930,000"
Toyota Matrix 2003 Blue,Toyota,Matrix,2003,local used,automatic,"₦ 4,510,000"
New Toyota Belta 2021 Gray,New,Toyota Belta,2021,new,automatic,"₦ 39,050,000"
Toyota Highlander V6 FWD 2002 Gold,Toyota,Highlander V6,2002,local used,automatic,"₦ 4,697,000"
Lexus RX 350 2013 Black,Lexus,RX 350,2013,,automatic,"₦ 32,400,000"
Lexus GX 2013 Gold,Lexus,GX,2013,,automatic,"₦ 34,540,000"
Honda Accord 2017 White,Honda,Accord,2017,,automatic,"₦ 20,350,000"
Mercedes-Benz E550 2010 Gray,Mercedes-Benz,E550,2010,local used,automatic,"₦ 14,850,000"
Mercedes-Benz GLA 250 2019 White,Mercedes-Benz,GLA 250,2019,,automatic,"₦ 35,100,000"
Toyota RAV4 2014 White,Toyota,RAV4,2014,local used,automatic,"₦ 17,820,000"
BMW 1 Series 2005 Red,BMW,1 Series,2005,local used,automatic,"₦ 5,720,000"
Honda CR-V 2012 White,Honda,CR-V,2012,,automatic,"₦ 18,360,000"
Mercedes-Benz GLC-Class 2024 Black,Mercedes-Benz,GLC-Class,2024,,automatic,"₦ 291,500,000"
Toyota Camry 2007 Red,Toyota,Camry,2007,local used,automatic,"₦ 4,620,000"
Hyundai Tucson 2013 Black,Hyundai,Tucson,2013,local used,automatic,"₦ 11,550,000"
Honda Civic 2006 Silver,Honda,Civic,2006,local used,manual,"₦ 4,840,000"
Toyota Yaris 2015 Black,Toyota,Yaris,2015,local used,automatic,"₦ 9,900,000"
Lexus NX 2016 Black,Lexus,NX,2016,local used,automatic,"₦ 19,800,000"
Hyundai Sonata 2006 Red,Hyundai,Sonata,2006,local used,automatic,"₦ 3,850,000"
Mercedes-Benz R-Class 2008 White,Mercedes-Benz,R-Class,2008,,automatic,"₦ 25,300,000"
Toyota Corolla 2010 Gold,Toyota,Corolla,2010,,automatic,"₦ 12,204,000"
Toyota Venza 2013 Black,Toyota,Venza,2013,,automatic,"₦ 18,700,000"
Honda Civic 2009 Blue,Honda,Civic,2009,,automatic,"₦ 7,370,000"
Mercedes-Benz GLK-Class 2013 Black,Mercedes-Benz,GLK-Class,2013,local used,automatic,"₦ 15,400,000"
Toyota RAV4 2010 Black,Toyota,RAV4,2010,,automatic,"₦ 14,850,000"
Honda Accord 2001 Silver,Honda,Accord,2001,local used,automatic,"₦ 1,980,000"
Lexus GX 2016 White,Lexus,GX,2016,,automatic,"₦ 44,000,000"
Kia Cerato 2013 Gray,Kia,Cerato,2013,local used,automatic,"₦ 7,700,000"
Toyota Camry 2013 Gray,Toyota,Camry,2013,local used,automatic,"₦ 9,680,000"
Mercedes-Benz GLE-Class 2016 White,Mercedes-Benz,GLE-Class,2016,,automatic,"₦ 54,573,480"
Toyota Venza 2014 Black,Toyota,Venza,2014,,automatic,"₦ 24,840,000"
Toyota Hilux SR5 BLACK 4x4 2014 Black,Toyota,Hilux SR5,2014,,manual,"₦ 27,000,000"
BMW X1 xDrive28i AWD 2020 Black,BMW,X1 xDrive28i,2020,,automatic,"₦ 27,000,000"
Toyota Venza AWD 2010 Silver,Toyota,Venza AWD,2010,,automatic,"₦ 19,000,000"
Toyota Venza 2011 Silver,Toyota,Venza,2011,local used,automatic,"₦ 13,200,000"
Lexus RX 350 2013 White,Lexus,RX 350,2013,,automatic,"₦ 23,000,000"
Honda Accord Touring V6 4dr Sedan FWD (3.5L 6cyl 6A) 2017 Silver,Honda,Accord Touring,2017,,automatic,"₦ 20,000,000"
Toyota Corolla 2006 Gray,Toyota,Corolla,2006,local used,automatic,"₦ 5,000,000"
New Chery Tiggo 8 2025 Black,New,Chery Tiggo,2025,new,automatic,"₦ 55,500,000"
Mercedes-Benz GLE-Class 2021 Black,Mercedes-Benz,GLE-Class,2021,,automatic,"₦ 73,000,000"
Honda Civic 2011 Gray,Honda,Civic,2011,,automatic,"₦ 9,000,000"
Toyota RAV4 2020 Black,Toyota,RAV4,2020,,automatic,"₦ 35,000,000"
Hyundai Elantra 2016 White,Hyundai,Elantra,2016,,automatic,"₦ 14,500,000"
Lexus LX 570 2008 Black,Lexus,LX 570,2008,local used,automatic,"₦ 28,500,000"
Honda Accord Sport (2.0L 4cyl Turbo 6M) 2019 Gray,Honda,Accord Sport,2019,,automatic,"₦ 42,500,000"
GAC GS8 2021 Black,GAC,GS8,2021,,automatic,"₦ 55,000,000"
Mercedes-Benz C400 2017 White,Mercedes-Benz,C400,2017,local used,automatic,"₦ 26,500,000"
Toyota Sienna XLE AWD 7-Passenger 2013 Red,Toyota,Sienna XLE,2013,,automatic,"₦ 16,000,000"
Lexus RX 350 2017 Gold,Lexus,RX 350,2017,,automatic,"₦ 60,000,000"
Toyota Tacoma Limited 2017 Gray,Toyota,Tacoma Limited,2017,,automatic,"₦ 36,500,000"
Toyota Tacoma TRD Pro 2018 Silver,Toyota,Tacoma TRD,2018,,automatic,"₦ 41,000,000"
Lexus GX 470 2004 Black,Lexus,GX 470,2004,,automatic,"₦ 21,000,000"
Toyota Highlander 2012 Blue,Toyota,Highlander,2012,,automatic,"₦ 22,000,000"
Mercedes-Benz GLE-Class 2017 Black,Mercedes-Benz,GLE-Class,2017,,automatic,"₦ 45,000,000"
Nissan Pathfinder SE 2007 Gray,Nissan,Pathfinder SE,2007,local used,automatic,"₦ 6,700,000"
Honda Accord 2004 Blue,Honda,Accord,2004,,automatic,"₦ 7,000,000"
Toyota Highlander LE Plus 4dr SUV (3.5L 6cyl 6A) 2015 Gray,Toyota,Highlander LE,2015,,automatic,"₦ 27,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2013 Silver,Toyota,Camry XLE,2013,,automatic,"₦ 15,800,000"
Land Rover Range Rover 2014 White,Land,Rover Range,2014,local used,automatic,"₦ 35,000,000"
Toyota RAV4 2.5 Limited 2010 Brown,Toyota,RAV4 2,2010,local used,automatic,"₦ 9,050,000"
Honda Accord 2014 Gray,Honda,Accord,2014,,automatic,"₦ 17,000,000"
Mercedes-Benz M Class 2014 Gray,Mercedes-Benz,M Class,2014,local used,automatic,"₦ 22,000,000"
Mercedes-Benz GLE-Class 2019 Silver,Mercedes-Benz,GLE-Class,2019,,automatic,"₦ 95,000,000"
Hyundai Sonata 2010 Blue,Hyundai,Sonata,2010,local used,automatic,"₦ 7,800,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 Gray,Mercedes-Benz,C300 Luxury,2013,,automatic,"₦ 14,000,000"
Toyota Sequoia Platinum 4dr SUV 4WD (5.7L 8cyl 6A) 2015 Black,Toyota,Sequoia Platinum,2015,,automatic,"₦ 30,000,000"
Toyota Highlander 2005 Black,Toyota,Highlander,2005,,automatic,"₦ 12,000,000"
Toyota Camry XLE V6 (3.5L V6 8A) 2019 Gray,Toyota,Camry XLE,2019,,automatic,"₦ 37,400,000"
Honda Accord Touring 4dr Sedan FWD (3.5L 6cyl 6A) 2016 Black,Honda,Accord Touring,2016,,automatic,"₦ 20,000,000"
Toyota RAV4 XLE AWD 2020 Blue,Toyota,RAV4 XLE,2020,,automatic,"₦ 45,000,000"
Kia Ray 1.0 FWD 2013 Green,Kia,Ray 1,2013,,automatic,"₦ 12,500,000"
Acura MDX w/Advance & Ent. Pkgs SH-AWD 2018 Red,Acura,MDX w,2018,,automatic,"₦ 28,900,000"
Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2019 Black,Mercedes-Benz,GLE-Class AMG,2019,,automatic,"₦ 130,000,000"
Lexus RX 350 2017 Black,Lexus,RX 350,2017,,automatic,"₦ 58,000,000"
Mercedes-Benz CLA-Class 2016 Black,Mercedes-Benz,CLA-Class,2016,,automatic,"₦ 23,500,000"
Toyota Camry 2021 Black,Toyota,Camry,2021,,automatic,"₦ 35,000,000"
Mercedes-Benz S-Class S 550 2014 White,Mercedes-Benz,S-Class S,2014,local used,automatic,"₦ 63,000,000"
BMW 328i 2013 Black,BMW,328i,2013,,automatic,"₦ 17,300,000"
Lexus IS 350 2008 Silver,Lexus,IS 350,2008,,automatic,"₦ 14,300,000"
Toyota RAV4 XLE 4dr SUV (2.5L 4cyl 6A) 2015 Red,Toyota,RAV4 XLE,2015,,automatic,"₦ 24,000,000"
Mercedes-Benz GLK-Class Base GLK 350 4dr 4x2 (3.5L 6cyl 7A) 2015 Red,Mercedes-Benz,GLK-Class Base,2015,,automatic,"₦ 26,000,000"
Mercedes-Benz CLA-Class 2018 Gray,Mercedes-Benz,CLA-Class,2018,,automatic,"₦ 27,000,000"
Volvo XC90 T6 First Edition AWD (2.0L 4cyl 8A) 2016 White,Volvo,XC90 T6,2016,,automatic,"₦ 39,000,000"
Honda Accord EX-L 4dr Sedan w/Navigation (2.4L 4cyl CVT) 2014 White,Honda,Accord EX-L,2014,local used,automatic,"₦ 12,000,000"
Hyundai Santa Fe SE 2021 Gray,Hyundai,Santa Fe,2021,,automatic,"₦ 40,000,000"
Toyota Highlander XLE 2019 White,Toyota,Highlander XLE,2019,,automatic,"₦ 35,960,000"
Honda Accord 2015 White,Honda,Accord,2015,,automatic,"₦ 13,050,000"
Lexus GX 460 Luxury 2016 Black,Lexus,GX 460,2016,,automatic,"₦ 49,500,000"
Toyota Land Cruiser Prado 4.0 Petrol TX-L 2015 Black,Toyota,Land Cruiser,2015,,automatic,"₦ 55,000,000"
Toyota Tacoma 4x4 Double Cab 2008 Silver,Toyota,Tacoma 4x4,2008,,automatic,"₦ 45,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Black,Toyota,Camry SE,2014,,automatic,"₦ 13,900,000"
Mercedes-Benz G-Class 2020 Black,Mercedes-Benz,G-Class,2020,,automatic,"₦ 350,000,000"
Lexus IS 250 4WD 2015 Silver,Lexus,IS 250,2015,,automatic,"₦ 34,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,Mercedes-Benz,M Class,2015,,automatic,"₦ 30,999,998"
Mercedes-Benz C300 2023 Black,Mercedes-Benz,C300,2023,,automatic,"₦ 88,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2012 White,Mercedes-Benz,GLK-Class 350,2012,,automatic,"₦ 16,500,000"
Toyota Sienna XLE Limited 4WD 2008 Red,Toyota,Sienna XLE,2008,,automatic,"₦ 11,550,000"
Toyota Avalon XLE FWDSedan (3.6L 6cyl 6A) 2016 White,Toyota,Avalon XLE,2016,,automatic,"₦ 26,500,000"
Toyota Tacoma Base V6 4x4 Double-Cab 121.9 in. WB 2002 Red,Toyota,Tacoma Base,2002,,automatic,"₦ 16,500,000"
Toyota Sequoia Platinum 4dr SUV 4WD (5.7L 8cyl 6A) 2017 Black,Toyota,Sequoia Platinum,2017,,automatic,"₦ 30,000,000"
Lexus GX 460 Luxury 2015 Black,Lexus,GX 460,2015,,automatic,"₦ 42,000,000"
Toyota Tacoma 4x4 Double Cab 2008 Red,Toyota,Tacoma 4x4,2008,,automatic,"₦ 18,000,000"
Lexus GX 460 Luxury 2018 Black,Lexus,GX 460,2018,,automatic,"₦ 50,000,000"
Mercedes-Benz GLC-Class 2017 Blue,Mercedes-Benz,GLC-Class,2017,,automatic,"₦ 39,000,000"
Toyota Hilux 2024 Black,Toyota,Hilux,2024,,automatic,"₦ 120,000,000"
Lexus GX 470 Sport Utility 2006 Gold,Lexus,GX 470,2006,,automatic,"₦ 16,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2011 Gray,Toyota,Camry SE,2011,,automatic,"₦ 13,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6AM) 2010 Silver,Toyota,Camry SE,2010,local used,automatic,"₦ 8,500,000"
Lexus GX 460 2021 Gray,Lexus,GX 460,2021,,automatic,"₦ 105,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 4A) 2004 Silver,Toyota,Camry LE,2004,,automatic,"₦ 8,000,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Silver,Mercedes-Benz,E350 Base,2014,,automatic,"₦ 21,000,000"
Lexus GX 2016 Gold,Lexus,GX,2016,,automatic,"₦ 37,000,000"
Ford Escape 2019 Black,Ford,Escape,2019,,automatic,"₦ 18,000,000"
Mercedes-Benz S-Class Maybach S 580 4MATIC 2022 Black,Mercedes-Benz,S-Class Maybach,2022,,automatic,"₦ 235,000,000"
Lexus GX 470 2004 White,Lexus,GX 470,2004,,automatic,"₦ 20,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Gray,Toyota,Camry SE,2014,,automatic,"₦ 14,700,000"
Lexus GX 460 Luxury 2016 White,Lexus,GX 460,2016,,automatic,"₦ 50,000,000"
Toyota Highlander Limited 3.5l 4WD 2013 Green,Toyota,Highlander Limited,2013,,automatic,"₦ 19,500,000"
Hyundai Sonata 2015 Silver,Hyundai,Sonata,2015,,automatic,"₦ 11,700,000"
